id,text,file,node,lineNumber
line:/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn-Start-21,"In a real game, you can define custom commands that do useful work!",/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn,Start,34
line:/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn-Start-22,"You can also use variables, which store information!",/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn,Start,36
line:/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn-Start-23,"Let's set a variable called ""$name"".",/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn,Start,38
line:/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn-Start-24,"We can use ""$name"" in lines: My name's {0}!",/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn,Start,42
line:/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn-Start-25,What can I store in variables?,/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn,Start,44
line:/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn-Start-26,"You can store text, numbers, and true/false values!",/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn,Start,45
line:/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn-Start-27,Where do variables get stored?,/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn,Start,46
line:/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn-Start-28,"In this page, we store them in memory. When you use Yarn Spinner in a game engine, like Unity, you can store them in memory, or write custom code that stores them on disk alongside the rest of your saved game!",/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn,Start,47
line:/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn-Start-29,We can also use 'if' statements to change what happens!,/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn,Start,49
line:/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn-Start-30,The '$gold' variable is bigger than 5!,/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn,Start,54
line:/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn-Start-31,The '$gold' variable is 5 or less!,/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn,Start,56
line:/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn-Start-32,"Finally, we can use the ""jump"" command to go to a different node! Let's do that now!",/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn,Start,59
line:/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn-OtherNode-33,"Here we are in a different node! Nodes let you divide up your content into different blocks, which makes it easier to manage.",/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn,OtherNode,65
line:/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn-OtherNode-34,"We're all done! Try changing the text in the editor to the left, and clicking Test again!",/Users/desplesda/Work/YarnSpinner-TypeScript/demo/Demo.yarn,OtherNode,67
